hgnc_symbol	adipose	colon	heart	hypothalamus	kidney	liver	lung	ovary	skeletalmuscle	spleen	testes
AIP	1.341	1.607	1.12	2.583	1.625	0.756	1.444	1.341	0.433	2.638	1.298
AIPL1	0.04	0.046	0	0.041	0.007	0	0.01	0.062	0.008	0	0.039
AIRE	0	0.046	0.008	0	0.016	0.018	0.013	0.068	0.01	0.045	0.007
TTRAP	13.524	25.154	18.962	19.742	40.097	15.153	19.118	13.075	7.347	23.679	19.348
TTTY5	0	0	0	0	0	0	0	0	0	0	0
AK5	0.192	1.609	0.373	144.833	0.389	0.062	0.305	0.657	0.302	0.908	1.372
AKAP13	5.636	6.662	21.569	3.641	5.25	6.085	18.362	9.194	6.921	18.208	10.34
AKAP14	0.078	0	0.079	0.484	0	0	0.961	0	0	0	4.938
AKAP2	0	0	0	0.006	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0.007	0.014	0	0	0	0	21.949
AKAP5	0.108	0.539	0.236	9.234	0.723	0.081	0.566	0.267	0.151	0.806	0.322
AKAP6	0.375	0.599	21.546	21.843	1.494	0.335	1.267	0.901	19.99	0.489	2.106
AKAP8L	5.576	11.592	11.49	14.303	8.078	2.319	9.74	6.798	10.088	7.484	19.799
AKR1B15	0.154	0	0	0	0	0	0	0	0.023	0	0
AKR1C2	33.689	0.483	0.638	0.356	0.174	36.734	0.929	0.181	2.269	0.153	1.379
AKR1C2	31.57	0.453	0.598	0.334	0.163	34.449	0.87	0.169	2.126	0.144	1.292
AKR1CL1	0.138	0.012	0.079	0.089	0.061	1.505	0.053	0	0.031	0	0.671
AKR1D1	0	0.172	0.09	0.042	0.014	23.402	0.042	0.2	0.05	0.038	0.076
AKT1S1	2.008	2.667	3.3	2.157	3.115	4.156	1.497	2.383	5.603	2.577	3.271
AKT2	1.486	1.309	0.992	0.396	1.392	1.516	0.601	0.737	1.259	1.39	0.813
AKT3	4.679	4.5	4.827	31.126	5.792	0.833	7.098	18.085	2.142	9.051	13.914
AKTIP	5.321	1.088	9.589	10.658	5.607	4.704	3	3.735	7.186	3.829	7.065
ALAS1	4.326	2.585	6.646	4.799	4.804	26.249	3.577	1.676	3.191	2.688	3.521
ALAS2	0.096	0.027	0.01	0.02	0	0	0.501	0.09	0.058	0.172	0.033
ALDH1A2	1.314	0.039	1.505	0.765	2.218	0.099	2.022	2.498	0.578	0.699	7.225
ALDH1B1	1.141	2.372	1.8	1.103	7.903	6.484	0.308	1.245	1.169	0.529	2.458
ALDH2	32.268	8.743	12.327	16.119	21.075	78.275	11.686	6.284	7.302	5.259	5.691
ALDH3B1	0.77	0.32	0.57	0.229	1.245	0.23	1.967	0.246	0.158	1.696	0.273
ALDH6A1	4.312	2.253	3.754	10.932	38.171	29.642	2.863	3.878	2.101	1.503	7.783
ALDOA	51.693	37.753	110.114	87.895	52.044	13.753	30.451	22.834	305.612	41.418	21.356
ALG11	5.729	3.364	4.539	6.718	5.874	7.822	2.905	4.133	2.48	5.293	5.604
TUBBP5	0	0	0.021	0.085	0.042	0	0.085	0.072	0	0.029	0.301
ALG1L2	0	0.053	0	0.039	0.172	0	0.058	0.278	0	0.052	0
ALG2	2.654	2.22	3.206	3.562	6.42	7.441	3.43	4.84	2.217	5.437	5.556
ALG3	0.869	1.249	1.544	0.684	1.478	4.97	0.844	0.957	1.939	1.613	1.64
ALG6	0.305	0.305	0.177	0.236	0.501	0.325	0.545	0.353	0.264	0.784	0.34
ALKBH2	1.386	0.91	0.638	1.832	1.181	3.535	0.6	1.563	0.997	2.006	1.258
ALKBH3	3.159	2.884	3.149	3.55	2.942	5.138	2.448	3.943	4.947	5.212	4.628
ALKBH4	0.036	0.162	0.09	0.257	0.135	0.098	0.027	0.13	0.097	0.418	0.129
ALKBH6	0.235	0.082	0.179	0.687	0.257	0.13	0.271	0.287	0.047	0.217	0.15
ALMS1	3.66	2.625	5.615	6.169	5.863	1.59	5.22	24.966	5.597	6.603	28.079
ALMS1P	0	0.081	0.117	0.262	0.292	0	0.124	0.447	0.182	0.799	0.631
ALOX12	0.234	0.251	0.126	0.289	0.44	0.017	0.252	0.073	0.047	0.42	0.525
ALOX15B	0.149	0.275	0.494	0.042	0.143	0.134	4.609	0.177	0.033	0.963	0.012
ALOX5	1.554	1.159	4.624	2.865	1.155	1.365	8.81	0.489	0.418	15.483	1.18
ALPK2	0.101	0.042	31.311	0.036	4.793	0.583	0.085	0.047	22.68	0.358	0.236
ALPP	0.013	0.054	0.013	0.04	0.019	0	0.542	0.034	0.008	0.035	0.011
U2AF1L4	0.986	0.658	0.691	1.938	1.138	0.829	0.867	0.762	0.398	1.202	1.404
UBR1	4.077	1.866	6.699	6.869	4.951	3.18	5.127	6.623	6.331	8.994	6.789
UCRC	8.899	10.275	17.604	19.731	9.048	16.011	3.114	2.181	11.678	5.489	6.334
ALS2CR4	0.925	0.257	1.588	1.979	0.965	0.188	1.125	1.833	1.812	0.367	1.415
ALX3	0.025	0.191	0.05	0.103	0.138	0.082	0	0	0	0.223	0.042
UNC119B	1.618	1.946	2.573	3.654	5.449	2.08	1.802	5.807	0.735	4.291	3.579
AMACR	1.612	2.927	1.701	6.737	35.733	6.911	1.019	1.404	1.039	0.764	1.357
AMBN	0	0.078	0	0	0.038	0	0	0	0	0	0
AMD1	2.318	3.074	10.626	11.585	8.027	5.767	8.116	6.492	4.31	10.355	10.053
AMDHD1	0.241	0.193	0.122	0.018	0.773	15.143	0.106	0.054	0.031	0.749	0.088
AMELX	0.046	0.065	0.024	0	0.304	0	0.249	0.242	0	0	0.158
AMELY	0	0	0	0	0	0	0	0	0	0	0
UNC5B	0.118	1.821	1.287	1.872	0.901	0.17	0.605	0.477	0.147	1.072	2.206
AMIGO3	0.074	0.156	0.119	0.102	0.137	0.068	0.247	0.336	0.135	0.154	0.296
AMOT	2.834	1.177	0.776	6.389	3.513	0.589	0.643	1.629	6.526	0.563	3.109
AMPD3	0.837	0.489	0.421	1.288	0.759	0.072	0.606	0.314	3.724	1.198	0.287
AMT	0.361	2.214	0.807	0.857	2.234	2.471	0.834	0.917	0.273	0.425	0.756
AMY1A	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0
AMZ2	6.819	1.46	3.475	9.612	3.482	2.584	2.929	2.693	3.849	3.185	8.286
ANAPC1	1.141	1.377	1.471	1.879	1.684	1.579	1.195	2.186	1.318	2.455	2.515
ANAPC11	0.383	0.388	1.081	1.538	0.731	0.987	0.688	0.089	0.542	0.53	0.764
ANAPC11	1.235	0.836	1.129	2.166	0.935	1.363	0.918	0.302	0.598	0.626	0.861
ANAPC5	3.724	2.794	3.156	4.796	3.859	4.973	2.326	1.817	3.29	4.415	4.167
ANAPC7	1.785	1.393	1.696	3.248	2.015	1.783	0.928	1.42	2.074	1.851	2.961
ANGEL2	2.591	1.587	2.807	5.257	3.199	2.911	2.503	5.592	2.87	5.681	4.395
ANGPT2	1.918	0.443	3.763	0.845	0.693	0.499	1.282	2.555	3.727	2.871	1.478
ANGPT2	1.959	0.479	3.852	0.827	0.694	0.531	1.368	2.649	3.839	3.043	1.611
UNC84B	5.957	3.145	6.177	4.983	4.631	7.163	5.731	4.464	5.48	7.044	4.514
ANGPTL6	0	0.042	0	0.041	0.02	0.611	0	0	0	0.178	0.042
ANK1	0.045	0.135	2.599	1.007	0.023	0	0.044	0.053	6.785	0.251	0.141
ANK2	4.321	1.826	11.849	52.02	24.744	0.065	0.832	7.755	4.251	3.972	2.552
ANK2	2.774	1.625	6.93	52.715	19.627	0.037	0.539	5.617	2.595	2.753	1.756
ANK3	0.883	2.586	37.354	27.954	31.526	1.989	4.616	5.955	12.921	8.311	7
ANK3	0.328	1.471	14.114	20.932	10.902	0.746	1.998	2.54	4.437	3.492	2.877
ANKAR	0.849	0.501	0.771	0.839	1.029	0.463	1.01	1.917	0.947	1.434	1.977
ANKFY1	2.141	1.951	2.124	3.094	2.544	2.545	1.664	2.651	1.956	3.101	1.708
ANKIB1	3.563	1.4	3.762	8.499	6.555	1.439	2.917	5.251	2.022	4.631	8.42
ANKK1	0.014	0.071	0	0	0	0	0.011	0	0.009	0	0.006
ANKLE2	2.759	2.59	4.014	3.451	3.248	1.163	3.567	3.418	3.252	4.922	6.448
ANKMY1	0.023	0.182	0.029	0.105	0.114	0.025	0.096	0.142	0.062	0.102	0.358
ANKMY2	6.742	3.806	10.492	17.96	8.195	3.29	4.982	11.628	6.591	6.765	6.687
ANKRD13D	0.12	0.289	0.235	0.531	0.147	0.114	0.33	0.09	0.031	0.677	0.271
ANKRD16	0.069	0.226	0.082	0.119	0.093	0.051	0.035	0.35	0.07	0.112	0.296
ANKRD31	0.085	0.085	0.025	0.144	0.129	0	0.084	0.411	0.088	0.114	4.03
ANKRD32	0.472	0.506	1.168	1.699	1.031	0.701	1.556	1.436	0.437	2.964	3.714
ANKRD33	0	0	0	0	0	0	0	0	0	0	0
ANKRD33B	0.571	0.276	0.455	1.401	2.853	0.009	0.466	0.264	1.47	1.959	0.308
ANKRD34C	0	0.038	0.024	0.259	0.01	0	0	0.004	0.008	0	0
ANKRD36B	1.466	1.057	1.04	0.968	1.292	0.081	2.213	5.941	0.576	3.941	7.592
ANKRD42	1.691	0.843	2.416	8.03	4.675	1.376	2.315	3.435	1.198	2.389	11.471
ANKRD45	0	0.01	0.091	1.376	0.382	0	0.296	0.482	0.058	0.238	2.671
ANKRD49	1.041	0.931	1.165	1.154	2.17	1.042	1.942	1.2	0.479	4.479	2.214
ANKRD50	2.33	1.284	2.83	4.89	2.374	1.769	3.211	5.761	0.607	2.186	5.868
ANKRD55	0.064	0.179	0.098	0.441	0.011	0.306	0.131	0.011	0.181	0.221	0.492
ANKRD57	1.049	0.967	0.613	0.708	1.96	4.396	1.22	3.084	0.158	1.555	2.039
ANKS1B	0.298	0.534	0.471	9.842	1.08	0.046	0.306	0.65	0.276	0.315	1.21
ANKS4B	0.063	4.893	0.032	0.039	5.296	4.852	0.049	0.04	0.038	0.035	0.108
ANKS6	0.611	0.838	0.323	0.498	1.678	0.187	0.644	0.876	0.246	0.554	0.799
ANKZF1	1.509	2.781	1.711	1.693	2.93	1.115	2.243	1.541	1.739	3.293	2.509
ANO2	1.531	0.477	1.133	0.601	0.16	0.011	2.811	0.62	0.772	1.175	1.283
ANO5	1.098	0.85	15.17	4.649	2.754	1.807	0.895	0.289	17.054	0.709	2.318
ANO6	21.106	5.077	12.142	5.371	11.23	12.015	13.591	20.358	12.454	9.214	11.961
ANO8	0.23	0.297	0.126	0.548	0.232	0.088	0.279	0.042	0.086	0.147	0.234
ANPEP	1.942	9.638	1.175	0.073	28.568	21.222	1.215	0.426	0.134	1.113	0.335
ANUBL1	0.685	0.605	1.391	1.137	1.478	1.741	0.885	1.807	0.769	1.764	10.291
ANXA11	6.97	5.054	7.202	2.991	4.961	1.583	2.865	2.548	3.115	3.036	1.863
ANXA13	0	2.082	0	0.026	0.252	0.634	0	0.065	0	0	0.501
ANXA4	9.446	9.868	4.317	4.422	17.338	18.138	9.296	4.772	3.416	4.434	3.492
AP1B1	3.994	3.777	3.849	7.265	5.237	7.309	3.794	2.127	1.834	8.753	3.105
AP1B1	3.966	3.75	3.821	7.213	5.199	7.257	3.767	2.112	1.821	8.69	3.083
AP1G1	3.92	3.031	4.498	6.338	9.586	6.907	5.138	4.144	4.695	7.256	6.946
AP1G2	0.523	1.958	0.428	0.171	1.038	0.282	0.894	0.675	0.101	2.075	0.605
AP1M2	0.021	2.175	0	0.043	4.058	0	1.033	0.055	0	0	0.179
AP2B1	6.829	6.751	9.029	28.306	12.588	4.915	8.2	8.587	5.123	9.761	12.179
AP2B1	6.779	6.702	8.964	28.107	12.515	4.893	8.14	8.525	5.086	9.69	12.09
AP3B2	0.079	0.493	0.055	25.799	0.43	0	0.602	0.394	0.102	0.123	2.341
AP3D1	7.397	6.818	11.875	14.17	14.783	12.468	5.88	6.362	7.27	9.738	11.207
AP3M2	1.607	1.474	1.327	10.524	2.388	0.325	2.081	1.708	0.807	2.138	4.117
AP3S2	4.486	2.938	4.621	7.049	4.615	5.475	1.904	2.665	4.295	3.047	3.713
AP4S1	1.845	0.402	1.919	5.805	1.924	1.035	1.722	3.149	0.898	2.761	3.72
APAF1	1.373	1.799	1.338	1.985	1.134	0.97	2.58	2.846	0.834	4.689	1.281
APBA2	0.03	0.311	0.005	11.949	0.087	0.111	0.155	0.201	0	1.62	0.586
APBA3	0.085	0.31	0.095	0.14	0.275	0.131	0.196	0.027	0.01	0.047	0.124
APBB2	3.475	0.668	2.203	3.936	2.34	1.251	2.081	4.637	1.331	2.44	1.933
APEX1	4.485	3.453	3.195	6.289	4.817	4.784	3.106	6.21	3.541	6.357	2.677
APEX2	0.279	0.429	0.415	0.172	0.938	0.697	0.414	0.525	0.157	0.681	0.27
API5	5.85	3.64	7.213	12.136	10.524	12.774	6.867	9.492	6.74	14.392	11.186
APIP	5.488	2.126	4.964	3.946	5.586	3.542	5.68	3.039	5.162	4.744	4.425
APITD1	2.674	1.664	1.961	3.587	6.375	3.311	2.377	2.565	0.684	2.876	18.27
APLNR	1.498	0.544	0.828	5.907	0.426	0.125	0.08	0.288	0.092	2.583	0.101
APOBEC1	0	0.115	0	0	0	0	0	0	0	0	0
USH1C	0	5.589	0	2.237	8.076	0	0.025	0	0	0.023	0.126
USH1C	0	4.929	0	1.646	6.531	0.037	0.017	0	0	0.016	0.145
APOBEC3H	0	0	0.058	0.178	0	0	0.088	0	0.104	0	0
APOC1	0.717	0.335	0.202	0.822	0.121	41.656	1.777	0.292	0.434	1.653	1.191
APOC4	0.06	0.084	0.03	0	0.03	5.221	0.046	0.094	0	0.124	0
APOE	9.958	2.288	2.654	22.059	31.52	98.674	7.564	4.934	1.357	18.077	3.269
APOL3	13.569	3.434	10.855	2.491	5.595	6.352	17.334	5.28	8.962	26.068	6.128
APOL6	11.97	1.93	1.708	1.954	3.076	4.571	3.688	2.723	1.559	5.062	1.205
APOLD1	28.178	1.118	8.622	8.551	1.327	4.062	4.359	2.369	6.756	6.122	1.738
APOM	0.097	0.169	0.073	0	1.413	3.94	0	0.53	0.321	0.267	0.082
APOO	3.063	1.589	12.652	15.491	11.132	6.092	2.531	2.157	3.619	3.374	5.378
APP	31.187	47.042	67.233	204.499	125.2	44.922	60.467	70.512	15.132	74.922	86.473
USH1G	0	0.014	0.005	0	0.031	0	0	0.022	0.006	0	0.031
USP17	0	0.194	0.012	0.262	0.105	0	0.089	0.302	0.014	0.048	0.463
USP21	0.116	0.511	0.354	0.377	0.385	0.055	0.357	0.304	0.161	0.562	0.376
VAPB	12.17	9.551	20.798	25.507	21.144	21.563	11.59	17.378	21.573	15.603	15.247
AQP11	0.076	0	0.039	0.131	0.205	0.196	0.039	0.239	0	0.018	0.26
AQP12A	0	0	0	0	0	0	0	0	0	0	0
AQP2	0	0	0.009	0	58.721	0	0	0.005	0	0	0.533
AQP3	0.705	1.242	1.719	0.478	32.096	18.456	11.611	0.548	0.293	9.464	0.818
AQP6	0.014	0.019	0.035	0.471	7.734	0	0	0.007	0	0.01	0.118
AQP9	2.176	0.017	1.388	0.1	0.178	29.289	6.872	0.184	0.287	9.751	0.82
ARAP1	1.823	1.837	0.711	0.789	0.888	0.615	2.024	0.498	0.299	2.705	0.708
ARD1B	0	0	0.16	0.075	0.073	0.053	0.037	0.051	0.044	0.034	0.734
AREG	3.619	0.852	6.415	0.275	0.18	0.229	2.532	1.738	4.329	4.697	1.634
ARF1	8.285	6.728	12.273	14.309	11.244	11.716	9.365	5.393	7.762	14.002	10.017
ARF3	5.98	11.545	5.471	38.254	11.931	4.479	7.586	5.171	1.27	9.994	6.761
ARF6	4.428	3.577	6.413	3.713	7.809	6.397	7.421	5.2	2.58	17.594	6.075
ARFGAP3	5.133	2.732	9.008	8.092	11.002	10.396	7.427	5.724	5.142	9.403	12.167
ARG2	0.723	0.403	1.817	2.985	10.319	0.573	0.813	3.27	1.527	1.026	0.927
ARGFXP2	0.091	0.619	0.279	0.252	0.293	0.067	0.516	0.479	0.074	0.506	0.352
ARHGAP1	1.087	0.907	2.185	1.02	1.386	0.485	0.895	1.701	0.618	2.195	1.238
ARHGAP10	7.522	2.819	9.48	2.232	4.471	1.829	3.789	9.984	6.593	4.479	8.021
ARHGAP15	1.566	0.994	0.975	0.431	0.675	0.415	2.601	0.328	0.202	14.841	0.473
ARHGAP17	4.018	4.257	3.563	1.775	2.841	1.611	3.073	3.074	3.003	9.433	5.173
ARHGAP25	1.555	0.94	0.586	1.061	0.424	0.816	2.884	1.588	0.441	9.419	0.637
ARHGAP26	1.378	2.471	3.556	5.947	2.081	0.447	2.447	0.671	1.453	3.602	3.345
ARHGAP28	1.131	0.515	0.2	0.481	2.021	0	1.091	3.794	2.609	5.287	8.592
ARHGAP29	3.705	0.333	3.18	1.625	6.258	3.213	5.359	1.994	1.737	7.033	2.883
ARHGAP6	0.728	0.581	0.575	0.772	1.261	0.011	1.4	1.783	0.735	1.182	0.855
ARHGAP8	0	0	0	0	0	0	0	0	0	0	0
ARHGAP8	0	0.015	0	0	0	0	0.016	0	0	0.044	0.018
WBSCR17	0.045	0.491	1.784	7.123	0.491	0	0.391	1.667	0.315	0.195	0.791
ARHGDIA	10.984	9.35	11.053	17.643	12.387	8.246	11.468	6.356	5.84	17.675	6.906
ARHGDIG	0	0.273	0.079	1.247	0	0	0	0	0	0	0
ARHGEF1	0.331	0.872	0.313	0.236	0.248	0.164	0.571	0.09	0.152	1.146	0.225
ARHGEF12	6.976	6.193	18.542	18.201	25.785	18.707	14.867	10.125	11.127	12.391	9.233
ARHGEF2	4.408	2.607	2.835	6.025	1.179	0.397	4.059	1.902	1.234	5.75	1.279
ARHGEF4	0.09	0.309	0.051	3.597	0.025	0	0.116	0.718	0.182	0.042	0.483
ARHGEF7	2.519	2.011	2.267	8.812	2.071	1.012	2.009	2.403	2.447	4.55	3.358
ARID1A	4.11	6.67	9.37	9.05	8.586	4.825	7.817	13.902	7.955	19.012	9.539
ARID1B	1.989	2.177	1.777	2.386	2.37	1.135	2.125	3.225	2.286	3.633	2.512
ARID1B	1.951	2.135	1.747	2.34	2.324	1.113	2.084	3.165	2.244	3.563	2.463
WDR51A	0.05	0.422	0.059	0.38	0.093	0.166	0.09	0.07	0.132	0.162	0.4
ARID4A	4.625	1.821	4.382	6.209	4.198	3.138	5.684	6.397	2.262	8.31	4.965
ARID4B	4.722	2.138	5.841	6.242	6.109	2.518	8.212	9.618	4.51	12.743	10.588
ARL10	0.153	0.31	0.271	0.803	0.154	0.017	0.188	0.935	0.296	0.296	0.098
ARL11	0.234	0.203	0.255	0.046	0.073	0.16	0.454	0.058	0.108	2.32	0.133
ARL16	1.917	2.003	1.39	2.825	2.934	0.839	1.404	1.178	0.442	1.599	1.494
ARL17A	0.648	0.998	0.219	0.267	0.894	0.095	0.631	1.74	0.549	1.673	1.587
ARL17B	0	0	0	0	0.038	0	0	0	0.046	0	0.129
ARL5B	0.317	0.165	0.462	0.686	0.677	2.483	1.165	1.563	0.384	0.87	0.808
ARL6IP1	17.29	10.972	8.358	59.06	20.351	22.207	17.016	18.789	5.127	25.148	38.284
ARL6IP4	21.311	16.682	33.339	28.824	20.564	20.861	18.446	26.032	26.249	31.212	20.096
ARL6IP5	14.961	3.045	24.765	16.595	11.231	5.255	13.857	7.602	15.843	17.936	9.676
ARL8A	1.002	0.921	2.003	5.057	2.19	1.538	1.758	1.106	1.034	3.249	1.812
ARL8B	14.959	4.824	26.998	34.12	20.827	12.215	20.059	15.1	25.181	25.488	21.808
ARMC10	3.505	1.841	5.33	8.605	5.554	5.679	4.501	8.686	2.369	6.817	6.936
ARMC10	3.185	1.663	4.758	7.711	5.064	5.101	4.061	7.951	2.132	6.143	6.341
ARMC3	0	0	0	0.364	0.053	0	0.553	0.048	0	0	2.603
ARMC6	0.321	0.348	0.309	0.513	0.47	0.425	0.259	0.168	0.35	0.521	0.391
ARMCX2	0.631	0.442	1.455	2.903	1.281	0.073	0.698	1.197	0.398	1.064	0.814
ARMCX3	17.707	6.347	23.21	32.317	16.703	9.353	13.16	14.702	11.079	23.389	17.903
ARMCX3	17.471	6.255	22.916	31.892	16.482	9.217	13.002	14.5	10.918	23.079	17.643
WDR51B	1.101	0.32	1.62	2.386	2.373	1.419	2.036	1.844	1.064	3.806	1.585
ARMCX5	0.629	0.891	0.799	2.005	1.485	1.434	1.021	1.374	0.423	1.126	1.502
ARMCX5	1.173	1.588	1.299	2.367	2.397	2.517	1.511	2.766	0.91	2.435	2.438
ARMCX5	1.101	1.303	1.221	2.116	2.205	2.332	1.402	2.583	0.836	2.285	2.233
ARMCX6	2.265	2.115	2.3	3.28	2.478	0.833	2.079	1.996	0.842	3.614	2.656
ARNT	6.886	4.415	6.26	4.516	6.137	7.666	9.157	9.316	6.393	9.115	10.12
ARNTL	2.265	0.929	2.443	3.056	2.362	5.722	2.299	2.209	3.612	3.615	2.684
ARNTL2	0.209	0.173	0.724	1.492	0.154	0.294	0.732	0.289	0.184	0.382	0.406
ARPC3	57.116	29.176	59.279	60.306	53.358	51.971	67.128	36.644	21.584	136.078	36.313
ASB15	0	0.019	2.198	0	1.172	0	0.021	0.021	3.32	0.038	0.156
ARPC4	23.415	19.299	19.142	33.633	21.074	18.063	20.354	15.304	10.917	43.875	19.198
ARPC5	13.784	7.72	12.81	14.032	8.728	10.425	21.675	7.532	3.007	34.991	12.596
ARPC5L	1.397	1.33	5.256	5.323	3.256	3.518	2.177	0.75	1.475	4.806	2.861
XAGE1B	0	0	0	0	0	0	0	0	0	0	0
ARPM1	0.257	0.411	0.522	0.473	0.417	0.506	0.325	0.403	0.044	0.19	3.676
ARRB1	3.79	2.536	1.514	5.388	1.327	0.985	4.755	1.26	0.959	6.465	0.82
ARRB2	8.269	3.979	11.619	9.523	6.332	2.378	21.748	5.27	4.118	44.799	4.301
ARRDC1	0.184	1.078	0.187	0.237	0.522	0.431	0.283	0.192	0.181	0.588	0.196
ARRDC4	8.225	11.28	14.64	28.666	11.675	6.844	6.75	4.464	6.228	8.479	11.113
ARSA	0.309	0.278	0.123	0.319	0.591	0.292	0.17	0.012	0.027	0.366	0.132
ARSA	0.286	0.238	0.145	0.258	0.515	0.237	0.179	0.009	0.032	0.383	0.137
ARSD	0.361	1.679	0.367	0.39	2.454	1.105	0.531	1.014	0.04	0.477	0.547
ARSD	1.594	3.15	1.019	0.889	8.525	4.264	1.653	3.326	0.319	1.934	1.657
ARSE	0.066	1.911	0.059	0.239	4.376	5.201	0.127	0.485	0	0.126	0.092
ASAH1	141.31	8.299	51.65	21.575	42.163	17.477	42.997	7.082	10.443	37.494	9.472
ASAH1	138.964	8.155	50.81	21.15	41.436	17.168	42.372	6.937	10.365	36.952	9.258
XAGE1C	0	0	0	0	0	0	0	0	0	0	0
ASB11	0.076	0	4.939	0	0.019	0	0	0	12.518	0	0
ASB17	0	0	0	0	0.017	0	0	0	0.101	0	1.419
ASB3	0.037	0.013	0	0.208	0	0.02	0.127	0.249	0.177	0.063	0.039
ASB7	2.264	2.686	2.107	2.033	3.651	3.445	2.418	3.4	0.977	4.696	4.619
ASB9	0.146	0.146	0.032	0.022	0.579	0.598	0.209	0.131	0.101	1.082	1.96
ASB9	0.132	0.092	0.029	0.019	0.514	0.52	0.16	0.118	0.091	0.913	1.74
XAGE1D	0	0	0	0	0	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0	0	0	0	0	0
ASGR2	0	0.128	0.202	0.063	0.046	32.626	0.188	0.448	0.093	0.465	0.404
ASH1L	5.38	2.798	6.405	9.947	6.393	3.08	5.126	10.478	6.648	7.316	7.588
ASH2L	3.51	2.259	4.134	7.332	4.111	3.449	2.929	5.547	3.821	4.924	9.17
ASL	0.294	1.299	0.28	0.474	2.03	4.902	0.537	0.25	0.022	0.622	0.188
ASNS	1.096	1.524	3.569	13.459	1.494	1.555	2.12	1.196	0.967	3.249	4.16
ASPA	1.424	0.199	0.131	1.71	4.55	0.143	0.677	0.501	0.361	0.537	0.852
ASPH	56.21	3.686	12.892	10.787	9.4	6.433	11.168	7.267	3.754	8.93	4.496
ASPH	75.3	4.376	12.249	8.875	8.855	9.521	10.853	9.623	4.493	9.989	6.172
ASPM	0.374	0.34	0.212	0.049	0.039	0.093	0.477	0.436	0.084	0.991	1.665
ASPSCR1	0.139	0.307	0.091	0.226	0.252	0.286	0.123	0.104	0.217	0.234	0.247
XAGE1E	0	0	0	0	0	0	0	0	0	0	0
ASS1	5.087	2.129	2.451	1.886	31.253	27.71	1.498	1.591	0.987	0.921	2.274
ASTN1	0	0.026	0.024	4.964	0.005	0	0.022	0.49	0.023	0.32	0.077
ASTN2	0.2	0.286	0.56	2.856	0.678	0.168	0.203	0.188	0.436	0.243	4.796
ASTN2	0.202	0.364	0.713	3.251	0.701	0.163	0.227	0.28	0.437	0.322	6.061
ASTN2	0.201	0.363	0.711	3.243	0.7	0.162	0.226	0.279	0.436	0.321	6.046
ATAD1	3.147	2.085	10.39	9.978	5.231	4.166	4.18	3.61	4.119	4.47	7.402
ATAD3A	0.253	0.492	0.393	0.987	0.334	0.714	0.087	0.162	0.443	0.136	0.228
ATAD3B	0.045	0.085	0.092	0.078	0.069	0.133	0.012	0.016	0	0.01	0.039
ATAD5	0.394	0.47	0.352	0.206	0.567	0.11	0.597	1.139	0.267	1.786	1.017
YPEL1	0.163	0.36	0.235	1.079	0.307	0.208	0.204	0.448	0.348	0.747	0.857
ATE1	3.025	2.899	7.021	11.492	6.773	6.878	3.631	5.053	8.325	5.92	6.765
ATF2	3.931	1.876	3.709	7.431	5.077	3.608	4.402	6.726	2.802	5.846	5.846
ATF3	17.481	1.909	15.447	5.365	4.997	5.658	22.783	5.732	4.723	2.802	4.901
ATF4	12.283	7.352	8.021	6.857	3.891	9.615	4.973	2.693	5.794	4.864	2.43
ATF6B	1.684	2.025	1.525	2.042	2.254	1.688	2.732	2.482	0.986	4.194	2.338
ATF7	2.376	2.168	2.656	1.83	1.994	1.206	2.767	4.188	2.648	3.275	3.397
ATF7	2.417	2.135	2.651	1.807	1.981	1.192	2.754	4.153	2.618	3.277	3.39
ATG10	1.157	1.384	1.892	2.254	1.979	0.957	1.161	1.908	1.333	1.811	2.037
ATG16L1	1.865	2.665	1.626	3.361	2.431	2.94	1.729	1.28	2.398	2.488	3.387
ATG16L1	1.833	2.621	1.599	3.316	2.39	2.891	1.7	1.258	2.358	2.446	3.33
ATG2B	1.045	0.725	1.367	2.659	2.123	2.289	1.387	2.037	2.064	2.283	2.001
ATG4A	1.213	0.32	1.58	0.925	1.669	3.434	0.947	0.478	1.022	0.997	0.901
ATG4B	0.332	0.661	0.33	0.803	0.509	0.394	0.344	0.247	0.317	0.459	0.66
ATG4C	3.15	1.295	2.899	7.339	4.094	4.058	3.439	4.296	1.748	9.05	2.89
ATG7	0.614	0.399	0.327	0.557	0.37	0.253	0.506	0.337	0.291	0.783	0.591
ATG7	0.604	0.393	0.322	0.563	0.364	0.249	0.498	0.331	0.287	0.77	0.581
ATG9A	1.49	1.769	3.026	4.379	1.624	2.755	1.624	1.12	5.355	1.638	2.672
ATIC	2.044	2.024	2.057	4.945	3.31	4.588	1.274	1.835	2.422	4.082	3.145
ATL1	0.489	0.45	0.525	14.911	0.797	0.123	0.354	1.585	0.186	0.686	0.96
ATMIN	6.49	3.113	8.811	16.749	8.188	7.876	4.005	9.014	8.446	9.415	13.784
ATN1	4.615	5.576	8.029	8.923	5.327	1.166	5.221	15.14	4.807	7.658	4.44
ZDHHC8P	0	0.04	0	0.193	0.036	0	0	0.136	0	0.06	0.105
ATP13A3	13.565	3.141	19.784	7.771	15.553	29.274	8.356	6.122	2.998	12.579	6.022
